Year,Word,Frequency,Raw Frequency
2017,chance,33,13
2017,play,33,13
2017,tide,33,13
2017,garden,33,13
2017,incident,33,13
2017,migration,33,13
2017,april,33,13
2017,arriving,33,13
2017,care,33,13
2017,baby,33,13
2017,crossed,33,13
2017,started,33,13
2017,walk,33,13
2017,violent,33,13
2017,ngo,33,13
2017,committed,33,13
2017,clothes,33,13
2017,clothing,33,13
2017,mile,33,13
2017,carry,33,13
2017,player,33,13
2017,delhi,33,13
2017,pakistani,33,13
2017,beach,33,13
2017,brutal,33,13
2017,likely,33,13
2017,great,33,13
2017,significant,33,13
2017,deadly,33,13
2017,leading,33,13
2017,disease,33,13
2017,elite,33,13
2017,announced,33,13
2017,gone,33,13
2017,hasina,33,13
2017,lady,33,13
2017,atheist,33,13
2017,coastal,33,13
2017,presence,33,13
2017,battalion,33,13
2017,looked,33,13
2017,morning,33,13
2017,won,33,13
2017,brooklyn,33,13
2017,secret,33,13
2017,gap,33,13
2017,industry,33,13
2017,bat,33,13
2017,mushfiqur,33,13
2017,relief,30,12
2017,fresh,30,12
2017,volunteer,30,12
2017,believe,30,12
2017,affair,30,12
2017,asian,30,12
2017,criminal,30,12
2017,attempt,30,12
2017,form,30,12
2017,example,30,12
2017,concerned,30,12
2017,fight,30,12
2017,settlement,30,12
2017,estimate,30,12
2017,nathan,30,12
2017,burma,30,12
2017,uncle,30,12
2017,burned,30,12
2017,suffered,30,12
2017,dry,30,12
2017,fishing,30,12
2017,job,30,12
2017,fast,30,12
2017,hold,30,12
2017,mass,30,12
2017,burning,30,12
2017,terror,30,12
2017,appeared,30,12
2017,jmb,30,12
2017,neighborhood,30,12
2017,chowdhury,30,12
2017,scale,30,12
2017,witness,30,12
2017,expert,30,12
2017,deal,30,12
2017,consider,30,12
2017,wade,30,12
2017,created,30,12
2017,activity,30,12
2017,iqbal,30,12
2017,pill,30,12
2017,china,30,12
2017,feel,30,12
2017,popular,30,12
2017,increasingly,30,12
2017,doing,30,12
2017,let,30,12
2017,lack,30,12
2017,weather,30,12
2017,worry,30,12
2017,agreed,30,12
2017,big,30,12
2017,politics,30,12
2017,instead,30,12
2017,middle,30,12
2017,tourist,30,12
2017,gold,30,12
2017,host,30,12
2017,john,30,12
2017,detention,30,12
2017,course,30,12
2017,british,30,12
2017,union,30,12
2017,risen,30,12
2017,final,30,12
2017,chairman,30,12
2017,batting,30,12
2017,included,28,11
2017,management,28,11
2017,kill,28,11
2017,limited,28,11
2017,ordered,28,11
2017,step,28,11
2017,sent,28,11
2017,voice,28,11
2017,calling,28,11
2017,born,28,11
2017,progress,28,11
2017,followed,28,11
2017,outbreak,28,11
2017,relocation,28,11
2017,occurred,28,11
2017,press,28,11
2017,march,28,11
2017,tarpaulin,28,11
2017,crescent,28,11
2017,save,28,11
2017,catch,28,11
2017,sister,28,11
2017,silence,28,11
2017,capsized,28,11
2017,zeid,28,11
2017,severe,28,11
2017,today,28,11
2017,target,28,11
2017,targeting,28,11
2017,build,28,11
2017,rule,28,11
2017,possible,28,11
2017,challenge,28,11
2017,got,28,11
2017,average,28,11
2017,placed,28,11
2017,leg,28,11
2017,mark,28,11
2017,crop,28,11
2017,caught,28,11
2017,dangerous,28,11
2017,previous,28,11
2017,evening,28,11
2017,interview,28,11
2017,ensure,28,11
2017,wont,28,11
2017,liberal,28,11
2017,price,28,11
2017,drive,28,11
2017,bad,28,11
2017,seven,28,11
2017,shift,28,11
2017,slum,28,11
2017,especially,28,11
2017,lgbt,28,11
2017,partner,28,11
2017,hm,28,11
2017,push,28,11
2017,quite,28,11
2017,class,28,11
2017,parveen,28,11
2017,century,28,11
2017,steve,28,11
2017,overnight,25,10
2017,port,25,10
2017,neighboring,25,10
2017,rescue,25,10
2017,cut,25,10
2017,service,25,10
2017,evacuated,25,10
2017,diplomat,25,10
2017,charged,25,10
2017,period,25,10
2017,travel,25,10
2017,abuse,25,10
2017,nur,25,10
2017,rebecca,25,10
2017,committee,25,10
2017,providing,25,10
2017,wasnt,25,10
2017,commission,25,10
2017,persecuted,25,10
2017,counterterrorism,25,10
2017,journalist,25,10
2017,ukhiya,25,10
2017,overcrowded,25,10
2017,drinking,25,10
2017,happening,25,10
2017,standard,25,10
2017,tell,25,10
2017,desperate,25,10
2017,responded,25,10
2017,extremism,25,10
2017,executive,25,10
2017,insurgent,25,10
2017,running,25,10
2017,reached,25,10
2017,bring,25,10
2017,marzan,25,10
2017,role,25,10
2017,involvement,25,10
2017,scene,25,10
2017,measure,25,10
2017,agencygetty,25,10
2017,remote,25,10
2017,kamal,25,10
2017,opened,25,10
2017,protection,25,10
2017,daily,25,10
2017,lie,25,10
2017,project,25,10
2017,agreement,25,10
2017,single,25,10
2017,struggling,25,10
2017,balukhali,25,10
2017,dakhinpara,25,10
2017,immediately,25,10
2017,involved,25,10
2017,room,25,10
2017,old,25,10
2017,worried,25,10
2017,medical,25,10
2017,association,25,10
2017,protect,25,10
2017,important,25,10
2017,particularly,25,10
2017,displaced,25,10
2017,sri lanka,25,10
2017,rafi,25,10
2017,phone,25,10
2017,holding,25,10
2017,remove,25,10
2017,february,25,10
2017,sign,25,10
2017,temporary,25,10
2017,returned,25,10
2017,demanded,25,10
2017,mora,25,10
2017,view,25,10
2017,banned,25,10
2017,enforced,25,10
2017,checkpoint,25,10
2017,investigator,25,10
2017,vatican,25,10
2017,federal,25,10
2017,vast,25,10
2017,critic,25,10
2017,nationalist,25,10
2017,mannan,25,10
2017,business,25,10
2017,retailer,25,10
2017,curriculum,25,10
2017,edge,25,10
2017,intellectual,25,10
2017,forward,25,10
2017,tour,25,10
2017,spinner,25,10
2017,total,23,9
2017,civil,23,9
2017,relation,23,9
2017,accord,23,9
2017,physical,23,9
2017,warned,23,9
2017,allegedly,23,9
2017,unicef,23,9
2017,lead,23,9
2017,talk,23,9
2017,rate,23,9
2017,im,23,9
2017,sure,23,9
2017,real,23,9
2017,answer,23,9
2017,registered,23,9
2017,stateless,23,9
2017,wave,23,9
2017,remained,23,9
2017,char,23,9
2017,majority,23,9
2017,feedback,23,9
2017,showed,23,9
2017,paid,23,9
2017,getting,23,9
2017,horror,23,9
2017,gave,23,9
2017,worse,23,9
2017,investigation,23,9
2017,humanity,23,9
2017,evidence,23,9
2017,date,23,9
2017,expressed,23,9
2017,poverty,23,9
2017,survive,23,9
2017,eat,23,9
2017,blame,23,9
2017,hacked,23,9
2017,asking,23,9
2017,treatment,23,9
2017,raad,23,9
2017,firing,23,9
2017,professor,23,9
2017,getty,23,9
2017,smaller,23,9
2017,moving,23,9
2017,existing,23,9
2017,denies,23,9
2017,suggested,23,9
2017,door,23,9
2017,acre,23,9
2017,process,23,9
2017,resource,23,9
2017,wound,23,9
2017,homeland,23,9
2017,murdered,23,9
2017,patient,23,9
2017,uddin,23,9
2017,wright,23,9
2017,washed,23,9
2017,threatened,23,9
2017,goal,23,9
2017,apartment,23,9
2017,sentenced,23,9
2017,powerful,23,9
2017,barely,23,9
2017,avoid,23,9
2017,offered,23,9
2017,open,23,9
2017,rare,23,9
2017,bajandar,23,9
2017,attention,23,9
2017,allowed,23,9
2017,twitter,23,9
2017,contract,23,9
2017,prayer,23,9
2017,revision,23,9
2017,greek,23,9
2017,failed,23,9
2017,unable,23,9
2017,toilet,23,9
2017,surge,23,9
2017,trip,23,9
2017,experienced,23,9
2017,afp,23,9
2017,wind,23,9
2017,believed,23,9
2017,elephant,23,9
2017,northeastern,23,9
2017,custom,23,9
2017,intelligence,23,9
2017,growing,23,9
2017,appear,23,9
2017,sense,23,9
2017,tragedy,23,9
2017,gay,23,9
2017,reporter,23,9
2017,confirmed,23,9
2017,company,23,9
2017,history,23,9
2017,letter,23,9
2017,respond,23,9
2017,division,23,9
2017,heart,23,9
2017,priesner,23,9
2017,partition,23,9
2017,league,23,9
2017,hygiene,23,9
2017,deep,23,9
2017,th,23,9
2017,delivery,23,9
2017,bowled,23,9
2017,win,23,9
2017,jadhav,23,9
2017,kutubdia,23,9
2017,completely,20,8
2017,casualty,20,8
2017,rescuer,20,8
2017,alive,20,8
2017,rest,20,8
2017,forcing,20,8
2017,assault,20,8
2017,queen,20,8
2017,legal,20,8
2017,tip,20,8
2017,wooden,20,8
2017,focus,20,8
2017,fact,20,8
2017,idea,20,8
2017,provide,20,8
2017,information,20,8
2017,roof,20,8
2017,clearance,20,8
2017,higher,20,8
2017,thats,20,8
2017,thompson,20,8
2017,planned,20,8
2017,staying,20,8
2017,gathered,20,8
2017,neighbor,20,8
2017,personnel,20,8
2017,newspaper,20,8
2017,market,20,8
2017,sought,20,8
2017,wait,20,8
2017,birth,20,8
2017,plastic,20,8
2017,watched,20,8
2021,people,1110,269
2021,country,734,178
2021,dhaka,507,123
2021,factory,474,115
2021,government,421,102
2021,ball,417,101
2021,india,392,95
2021,bangladeshi,347,84
2021,worker,338,82
2021,safety,330,80
2021,group,309,75
2021,official,305,74
2021,hindu,305,74
2021,attack,289,70
2021,england,285,69
2021,garment,281,68
2021,world,281,68
2021,death,272,66
2021,boat,272,66
2021,refugee,264,64
2021,million,264,64
2021,right,264,64
2021,family,252,61
2021,home,243,59
2021,woman,243,59
2021,police,239,58
2021,ferry,239,58
2021,international,235,57
2021,just,231,56
2021,child,227,55
2021,water,223,54
2021,violence,215,52
2021,killed,210,51
2021,hospital,210,51
2021,roy,206,50
2021,brand,202,49
2021,river,202,49
2021,district,198,48
2021,work,198,48
2021,passenger,198,48
2021,away,198,48
2021,single,194,47
2021,building,186,45
2021,indian,186,45
2021,case,182,44
2021,change,177,43
2021,died,173,42
2021,capital,173,42
2021,industry,173,42
2021,rohingya,173,42
2021,run,173,42
2021,health,173,42
2021,city,173,42
2021,village,169,41
2021,local,169,41
2021,muslim,157,38
2021,global,157,38
2021,life,149,36
2021,temple,149,36
2021,number,144,35
2021,help,144,35
2021,islam,144,35
2021,climate,144,35
2021,director,140,34
2021,news,140,34
2021,man,140,34
2021,strike,140,34
2021,start,140,34
2021,pakistan,140,34
2021,food,136,33
2021,good,136,33
2021,authority,136,33
2021,outside,132,32
2021,working,132,32
2021,state,132,32
2021,place,132,32
2021,recent,132,32
2021,wicket,132,32
2021,union,132,32
2021,accord,132,32
2021,agreement,128,31
2021,hit,128,31
2021,religious,128,31
2021,took,124,30
2021,myanmar,124,30
2021,need,124,30
2021,court,124,30
2021,team,124,30
2021,reported,120,29
2021,condition,120,29
2021,lockdown,120,29
2021,thousand,120,29
2021,minority,120,29
2021,area,120,29
2021,going,120,29
2021,hossain,116,28
2021,vessel,116,28
2021,left,116,28
2021,covid,116,28
2021,human,116,28
2021,t,116,28
2021,west,116,28
2021,owner,111,27
2021,spread,111,27
2021,high,111,27
2021,pandemic,111,27
2021,house,111,27
2021,lost,111,27
2021,cyclone,111,27
2021,body,107,26
2021,camp,107,26
2021,later,107,26
2021,march,107,26
2021,want,107,26
2021,law,107,26
2021,injured,103,25
2021,missing,103,25
2021,near,103,25
2021,return,103,25
2021,long,103,25
2021,leader,103,25
2021,disaster,103,25
2021,shakib,103,25
2021,order,103,25
2021,game,103,25
2021,cut,103,25
2021,end,103,25
2021,community,103,25
2021,visit,103,25
2021,modi,103,25
2021,retailer,103,25
2021,service,99,24
2021,girl,99,24
2021,dead,99,24
2021,ship,99,24
2021,coast,99,24
2021,organization,99,24
2021,far,99,24
2021,nation,99,24
2021,living,99,24
2021,live,99,24
2021,led,99,24
2021,islamist,99,24
2021,match,99,24
2021,woakes,99,24
2021,coronavirus,99,24
2021,land,99,24
2021,incident,95,23
2021,seen,95,23
2021,set,95,23
2021,played,95,23
2021,inside,95,23
2021,infection,95,23
2021,independence,95,23
2021,storm,95,23
2021,company,95,23
2021,member,91,22
2021,wave,91,22
2021,population,91,22
2021,malan,91,22
2021,force,91,22
2021,school,91,22
2021,trying,91,22
2021,business,91,22
2021,nearly,87,21
2021,accident,87,21
2021,mother,87,21
2021,aid,87,21
2021,began,87,21
2021,little,87,21
2021,prime minister,87,21
2021,ago,87,21
2021,town,87,21
2021,killing,87,21
2021,development,87,21
2021,standard,83,20
2021,used,83,20
2021,security,83,20
2021,brother,83,20
2021,added,83,20
2021,medium,83,20
2021,april,83,20
2021,protest,83,20
2021,virus,83,20
2021,shrimp,83,20
2021,social,83,20
2021,sea,78,19
2021,bengal,78,19
2021,thats,78,19
2021,taken,78,19
2021,lightning,78,19
2021,mark,78,19
2021,australia,78,19
2021,cup,78,19
2021,indie,78,19
2021,bowling,78,19
2021,using,78,19
2021,able,78,19
2021,dot,78,19
2021,uk,78,19
2021,blaze,74,18
2021,started,74,18
2021,control,74,18
2021,south,74,18
2021,small,74,18
2021,risk,74,18
2021,daughter,74,18
2021,february,74,18
2021,past,74,18
2021,early,74,18
2021,travel,74,18
2021,support,74,18
2021,came,74,18
2021,carrying,74,18
2021,accused,74,18
2021,party,74,18
2021,mean,74,18
2021,look,74,18
2021,term,74,18
2021,dozen,74,18
2021,series,74,18
2021,public,74,18
2021,ahmed,74,18
2021,mahmudullah,74,18
2021,report,74,18
2021,hand,74,18
2021,follows,74,18
2021,fashion,74,18
2021,political,74,18
2021,farmer,74,18
2021,seven,70,17
2021,ground,70,17
2021,border,70,17
2021,supply,70,17
2021,taking,70,17
2021,care,70,17
2021,think,70,17
2021,action,70,17
2021,protester,70,17
2021,deal,70,17
2021,minister,70,17
2021,today,70,17
2021,really,70,17
2021,rise,70,17
2021,transgender,70,17
2021,shelter,70,17
2021,spin,70,17
2021,short,70,17
2021,british,70,17
2021,father,70,17
2021,thing,70,17
2021,im,70,17
2021,rahman,66,16
2021,large,66,16
2021,coxs bazar,66,16
2021,sent,66,16
2021,given,66,16
2021,situation,66,16
2021,restriction,66,16
2021,attacked,66,16
2021,expert,66,16
2021,largest,66,16
2021,hasan,66,16
2021,opening,66,16
2021,moeen,66,16
2021,leg,66,16
2021,needed,66,16
2021,south asia,66,16
2021,programme,66,16
2021,rain,66,16
2021,sign,66,16
2021,poverty,66,16
2021,floor,62,15
2021,difficult,62,15
2021,victim,62,15
2021,better,62,15
2021,know,62,15
2021,guard,62,15
2021,doe,62,15
2021,went,62,15
2021,comment,62,15
2021,critical,62,15
2021,senior,62,15
2021,rescue,62,15
2021,problem,62,15
2021,job,62,15
2021,crisis,62,15
2021,batsman,62,15
2021,making,62,15
2021,slower,62,15
2021,bowler,62,15
2021,livingstone,62,15
2021,boundary,62,15
2021,form,62,15
2021,history,62,15
2021,followed,62,15
2021,buttler,62,15
2021,open,62,15
2021,increase,62,15
2021,continued,62,15
2021,protect,62,15
2021,modis,62,15
2021,capsized,62,15
2021,half,62,15
2021,university,62,15
2021,major,62,15
2021,council,62,15
2021,communal,62,15
2021,crab,62,15
2021,shishir,62,15
2021,signed,58,14
2021,yearold,58,14
2021,pay,58,14
2021,th,58,14
2021,island,58,14
2021,lot,58,14
2021,activist,58,14
2021,ruling,58,14
2021,united,58,14
2021,reached,58,14
2021,bank,58,14
2021,committee,58,14
2021,measure,58,14
2021,win,58,14
2021,leftarm,58,14
2021,spinner,58,14
2021,play,58,14
2021,le,58,14
2021,hard,58,14
2021,mosque,58,14
2021,loss,58,14
2021,poor,58,14
2021,western,58,14
2021,flooding,58,14
2021,hm,58,14
2021,bed,58,14
2021,east,54,13
2021,agency,54,13
2021,jumped,54,13
2021,recovered,54,13
2021,remains,54,13
2021,militant,54,13
2021,military,54,13
2021,leave,54,13
2021,mile,54,13
2021,war,54,13
2021,vulnerable,54,13
2021,forced,54,13
2021,red,54,13
2021,issue,54,13
2021,coming,54,13
2021,plan,54,13
2021,secular,54,13
2021,figure,54,13
2021,got,54,13
2021,cricket,54,13
2021,inning,54,13
2021,decision,54,13
2021,fine,54,13
2021,tried,54,13
2021,economy,54,13
2021,getting,54,13
2021,head,54,13
2021,huge,54,13
2021,great,54,13
2021,islamic,54,13
2021,economic,54,13
2021,expected,54,13
2021,american,54,13
2021,export,54,13
2021,civil,50,12
2021,defense,50,12
2021,leading,50,12
2021,cause,50,12
2021,stop,50,12
2021,allowed,50,12
2021,bay,50,12
2021,asian,50,12
2021,marriage,50,12
2021,view,50,12
2021,responsibility,50,12
2021,old,50,12
2021,room,50,12
2021,responsible,50,12
